geom;i_th_max;c;x;r;length_m;frequency;wires;cables;voltage;v_id_2;v_id_1;l_id
651;19;421;220000;6;2;50;71413;1.42826;22.85216;821.2495;371.3476;010200002031BF0D0002000000B2426C4C172F334143C647512F5457419A9999D9082C334185EB5108BCF95641
652;45;422;220000;3;2;50;38755;1.5502;12.4016;445.6825;100.763;010200002031BF0D00020000005CE2EA71E5993641468976749A195A41AE47E13AAFF036413D0AD7C307455A41
653;44;422;220000;3;2;50;111;0.00444;0.03552;1.2765;0.2886;010200002031BF0D0002000000EB009E200AF13641EA04670FDC445A41AE47E13AAFF036413D0AD7C307455A41
654;46;422;220000;3;2;50;9091;0.36364;2.90912;104.5465;23.6366;010200002031BF0D0002000000ACA7F5EBE2F83641CEE97D22E64F5A41AE47E13AAFF036413D0AD7C307455A41
655;225;424;380000;3;4;50;67448;0.42155;16.862;924.0376;701.4592;010200002031BF0D00020000000EF54C0EFD082B41FBD76571420A574133333333E2FA2C411F85EB11E73D5741
656;189;424;380000;3;4;50;55454;0.346588;13.8635;759.7198;576.7216;010200002031BF0D00020000005B93E9F2A6242E4153A283B9417E574133333333E2FA2C411F85EB11E73D5741
657;423;424;380000;3;4;50;16231;0.101444;4.05775;222.3647;168.8024;010200002031BF0D000200000079BC4AAC3EC22C41F9754DABCC52574133333333E2FA2C411F85EB11E73D5741
658;277;426;220000;3;4;50;47453;0.94906;15.18496;545.7095;246.7556;010200002031BF0D0002000000836930BBD4DF2A41EDBD4B10919D5741A4703D0AAC062C415C8FC225D7D65741
659;425;426;220000;3;4;50;304;0.00608;0.09728;3.496;1.5808;010200002031BF0D0002000000C726E4A3C8052C415F5565295ED65741A4703D0AAC062C415C8FC225D7D65741
660;50;426;220000;3;4;50;19936;0.39872;6.37952;229.264;103.6672;010200002031BF0D0002000000173DE697F93D2C41487A6C014BF15741A4703D0AAC062C415C8FC225D7D65741
661;391;427;220000;6;1;50;12335;0.4934;3.9472;141.8525;32.071;010200002031BF0D00020000002FACC0BB180D304171659FCB0E545B41AE47E17A76113041666666661D415B41
662;23;427;220000;6;1;50;39330;1.5732;12.5856;452.295;102.258;010200002031BF0D0002000000C9B36FD06EF73041BB30B7F0FF2E5B41AE47E17A76113041666666661D415B41
663;26;427;220000;6;1;50;9587;0.38348;3.06784;110.2505;24.9262;010200002031BF0D000200000050FB360C53BE2F41AF0F6EA3BD3E5B41AE47E17A76113041666666661D415B41
664;203;428;220000;3;;50;42126;;;;;010200002031BF0D000200000050D049F3C7D7294183683444DCDE59419A9999992E0B2941713D0A27BC135A41
665;91;428;220000;3;;50;41204;;;;;010200002031BF0D0002000000995C7A546FCD2A41244E64A6E1215A419A9999992E0B2941713D0A27BC135A41
666;85;428;220000;3;;50;35339;;;;;010200002031BF0D000200000048D435DAD1D328413A56B8E465455A419A9999992E0B2941713D0A27BC135A41
667;131;429;380000;3;4;50;28631;0.178944;7.15775;392.2447;297.7624;010200002031BF0D00020000001FC91C4FC3382A416CD5B09CEC9E594185EB51B82D39294152B81E35D6915941
668;105;429;380000;3;4;50;8884;0.055525;2.221;121.7108;92.3936;010200002031BF0D00020000001266599627D82841183F6A66A18F594185EB51B82D39294152B81E35D6915941
669;108;429;380000;3;4;50;15771;0.098569;3.94275;216.0627;164.0184;010200002031BF0D000200000043B23E57E1FA2841114841BF32A6594185EB51B82D39294152B81E35D6915941
670;109;430;380000;3;4;50;11486;0.071788;2.8715;157.3582;119.4544;010200002031BF0D000200000032F3B4A5F6322841747CC9196C9D594185EB51B81133284114AE4721C28F5941
671;103;430;380000;3;4;50;129;0.000806;0.03225;1.7673;1.3416;010200002031BF0D0002000000CFA3CA4DFE342841C225EA0B0B90594185EB51B81133284114AE4721C28F5941
672;128;430;380000;3;4;50;39210;0.245063;9.8025;537.177;407.784;010200002031BF0D0002000000AB83E9746BCF27418805C1DE4360594185EB51B81133284114AE4721C28F5941
673;108;432;380000;3;4;50;16266;0.101662;4.0665;222.8442;169.1664;010200002031BF0D000200000043B23E57E1FA2841114841BF32A65941B81E856B143229417B14AE471A925941
674;431;432;380000;3;4;50;455;0.002844;0.11375;6.2335;4.732;010200002031BF0D0002000000EE7E574F30322941BC9C25AB73915941B81E856B143229417B14AE471A925941
675;105;432;380000;3;4;50;8291;0.051819;2.07275;113.5867;86.2264;010200002031BF0D00020000001266599627D82841183F6A66A18F5941B81E856B143229417B14AE471A925941
676;120;433;380000;3;4;50;376;0.00235;0.094;5.1512;3.9104;010200002031BF0D00020000005DC97287B27626412575B3B1504859417B14AEC78E732641295C8F9219485941
677;121;433;380000;3;4;50;35531;0.222069;8.88275;486.7747;369.5224;010200002031BF0D00020000007036E7E4F0A9274104DF629F174E59417B14AEC78E732641295C8F9219485941
678;127;433;380000;3;4;50;226;0.001413;0.0565;3.0962;2.3504;010200002031BF0D000200000071E78680CC1A2741CCB3388A4D5759417B14AEC78E732641295C8F9219485941
679;434;435;380000;3;4;50;13640;0.08525;3.41;186.868;141.856;010200002031BF0D00020000005CB8CBF4972127416FAEE762A4705941CDCCCCCC8FD42641B81E851BC67D5941
680;172;435;380000;3;4;50;16533;0.103331;4.13325;226.5021;171.9432;010200002031BF0D000200000013233D13C77F26413DEC6956EC6E5941CDCCCCCC8FD42641B81E851BC67D5941
681;183;435;380000;3;4;50;23236;0.145225;5.809;318.3332;241.6544;010200002031BF0D000200000007525100077B264105F384C7B8945941CDCCCCCC8FD42641B81E851BC67D5941
682;140;436;220000;3;;50;11605;;;;;010200002031BF0D0002000000354272ABC96328415516236C189459413D0AD723FF402841713D0A1794A35941
683;136;436;220000;3;;50;10574;;;;;010200002031BF0D000200000080DCE82574AD2841BCAA7892CEA559413D0AD723FF402841713D0A1794A35941
684;86;436;220000;3;;50;17383;;;;;010200002031BF0D0002000000421169903BFC27418863B05955BB59413D0AD723FF402841713D0A1794A35941
685;162;437;220000;3;2;50;76723;3.06892;24.55136;882.3145;199.4798;010200002031BF0D00020000001A3B502FCC2F2A4149C81752C7B75941C3F528DC95342941EC51B81E88915941
686;137;437;220000;3;2;50;12092;0.48368;3.86944;139.058;31.4392;010200002031BF0D000200000031FD9A6161BA2841B6C426FC1B945941C3F528DC95342941EC51B81E88915941
687;431;437;220000;3;2;50;140;0.0056;0.0448;1.61;0.364;010200002031BF0D0002000000EE7E574F30322941BC9C25AB73915941C3F528DC95342941EC51B81E88915941
688;102;439;220000;3;;50;5295;;;;;010200002031BF0D0002000000171F045E3559284198B020ECBE85594114AE4761A26328411F85EBE14E8B5941
689;140;439;220000;3;;50;6850;;;;;010200002031BF0D0002000000354272ABC96328415516236C1894594114AE4761A26328411F85EBE14E8B5941
690;438;439;220000;3;;50;1686;;;;;010200002031BF0D00020000009FB73A8339722841796ED9858589594114AE4761A26328411F85EBE14E8B5941
691;195;441;220000;3;1;50;9879;0.79032;3.16128;113.6085;12.8427;010200002031BF0D00020000006B0D06A7DA4A29418D89124AABAD594114AE47E1B4F22841B81E857BB9AC5941
692;136;441;220000;3;1;50;7666;0.61328;2.45312;88.159;9.9658;010200002031BF0D000200000080DCE82574AD2841BCAA7892CEA5594114AE47E1B4F22841B81E857BB9AC5941
693;440;441;220000;3;1;50;1719;0.13752;0.55008;19.7685;2.2347;010200002031BF0D000200000043692D27CEE12841F6F665B62CAE594114AE47E1B4F22841B81E857BB9AC5941
694;440;441;220000;3;;50;1719;;;;;010200002031BF0D000200000043692D27CEE12841F6F665B62CAE594114AE47E1B4F22841B81E857BB9AC5941
695;162;441;220000;3;;50;29538;;;;;010200002031BF0D00020000001A3B502FCC2F2A4149C81752C7B7594114AE47E1B4F22841B81E857BB9AC5941
696;136;441;220000;3;;50;7656;;;;;010200002031BF0D000200000080DCE82574AD2841BCAA7892CEA5594114AE47E1B4F22841B81E857BB9AC5941
697;183;442;220000;3;;50;21120;;;;;010200002031BF0D000200000007525100077B264105F384C7B89459415C8FC2F5B4282641AE47E1BA027A5941
698;150;442;220000;3;;50;22758;;;;;010200002031BF0D0002000000368A850828812541E6B994F22D6C59415C8FC2F5B4282641AE47E1BA027A5941
699;175;442;220000;3;;50;3463;;;;;010200002031BF0D0002000000CA77EC26D339264199EE9888007659415C8FC2F5B4282641AE47E1BA027A5941
700;443;444;220000;3;2;50;100;0.004;0.032;1.15;0.26;010200002031BF0D00020000000E59AFA51F1B28410AD3B791412459413D0AD7A3D81928415C8FC2C545245941
701;147;444;220000;3;2;50;12128;0.48512;3.88096;139.472;31.5328;010200002031BF0D00020000009E52A184FEF02741FA9C35F4CD3159413D0AD7A3D81928415C8FC2C545245941
702;146;444;220000;3;2;50;8449;0.33796;2.70368;97.1635;21.9674;010200002031BF0D00020000003BE7801CC76F28415308B9B0581F59413D0AD7A3D81928415C8FC2C545245941
703;106;445;380000;3;4;50;14875;0.092969;3.71875;203.7875;154.7;010200002031BF0D0002000000D4F7F84A48272B4187B3EC2318B95941F6285C8F22962A4114AE4701BDC45941
704;87;445;380000;3;4;50;42332;0.264575;10.583;579.9484;440.2528;010200002031BF0D000200000027707DEA62A22941DD59CC6082EB5941F6285C8F22962A4114AE4701BDC45941
705;162;445;380000;3;4;50;12433;0.077706;3.10825;170.3321;129.3032;010200002031BF0D00020000001A3B502FCC2F2A4149C81752C7B75941F6285C8F22962A4114AE4701BDC45941
706;446;447;220000;3;2;50;797;0.03188;0.25504;9.1655;2.0722;010200002031BF0D00020000002411D6AF69112F41B59A8C9DDE885A410AD7A3701F0B2F411F85EB01C0875A41
707;287;447;220000;3;2;50;33866;1.35464;10.83712;389.459;88.0516;010200002031BF0D0002000000724AD5DC456E2F412651742B18B85A410AD7A3701F0B2F411F85EB01C0875A41
708;2;447;220000;3;2;50;42719;1.70876;13.67008;491.2685;111.0694;010200002031BF0D00020000008ABBA6D19BF52E41C5F34D365E515A410AD7A3701F0B2F411F85EB01C0875A41
709;255;449;220000;3;1;50;28123;2.24984;8.99936;323.4145;36.5599;010200002031BF0D0002000000ADB2FDF5BF882B41A39E90448C1F5A410AD7A3F085502C41CDCCCC9C35FD5941
710;448;449;220000;3;1;50;1188;0.09504;0.38016;13.662;1.5444;010200002031BF0D000200000001F07D0ACD422C41C2706CAC6AFC59410AD7A3F085502C41CDCCCC9C35FD5941
711;154;449;220000;3;1;50;18477;1.47816;5.91264;212.4855;24.0201;010200002031BF0D00020000001647AB8E3B6A2C41B8EEACA7E3E359410AD7A3F085502C41CDCCCC9C35FD5941
712;231;450;220000;3;;50;7273;;;;;010200002031BF0D0002000000628D8F3753092D4143FD32431E3958418FC2F5A89E1D2D4152B81EB5D6425841
713;66;450;220000;3;;50;20700;;;;;010200002031BF0D0002000000292C3734309A2C4147F062527B5958418FC2F5A89E1D2D4152B81EB5D6425841
714;68;450;220000;3;;50;37803;;;;;010200002031BF0D0002000000E1651350712D2D413DD0B4CD0C7858418FC2F5A89E1D2D4152B81EB5D6425841
715;231;450;220000;3;2;50;7273;0.29092;2.32736;83.6395;18.9098;010200002031BF0D0002000000628D8F3753092D4143FD32431E3958418FC2F5A89E1D2D4152B81EB5D6425841
716;66;450;220000;3;2;50;20558;0.82232;6.57856;236.417;53.4508;010200002031BF0D0002000000292C3734309A2C4147F062527B5958418FC2F5A89E1D2D4152B81EB5D6425841
717;68;450;220000;3;2;50;37803;1.51212;12.09696;434.7345;98.2878;010200002031BF0D0002000000E1651350712D2D413DD0B4CD0C7858418FC2F5A89E1D2D4152B81EB5D6425841
718;215;452;380000;3;4;50;13170;0.082313;3.2925;180.429;136.968;010200002031BF0D000200000019F6334292D62841D85060D315BA5A417B14AEC791A528410AD7A33029A85A41
719;451;452;380000;3;4;50;60;0.000375;0.015;0.822;0.624;010200002031BF0D0002000000B61E856B41A528416566663E27A85A417B14AEC791A528410AD7A33029A85A41
720;89;452;380000;3;4;50;38131;0.238319;9.53275;522.3947;396.5624;010200002031BF0D0002000000C96B5126D2B82841621DEC11E3765A417B14AEC791A528410AD7A33029A85A41
721;132;453;380000;3;4;50;4089;0.025556;1.02225;56.0193;42.5256;010200002031BF0D0002000000F43E4B9542F12A4146DC084336B759417B14AE47B51D2B4100000070DBB75941
722;106;453;380000;3;4;50;1127;0.007044;0.28175;15.4399;11.7208;010200002031BF0D0002000000D4F7F84A48272B4187B3EC2318B959417B14AE47B51D2B4100000070DBB75941
723;245;453;380000;3;4;50;243;0.001519;0.06075;3.3291;2.5272;010200002031BF0D00020000006BA2C50B231D2B410096242E4FB759417B14AE47B51D2B4100000070DBB75941
724;220;455;220000;3;1;50;13340;1.0672;4.2688;153.41;17.342;010200002031BF0D0002000000154577784AA430411F030C4DE5F059415C8FC2F53DBC304152B81E65E4DE5941
725;454;455;220000;3;1;50;5244;0.41952;1.67808;60.306;6.8172;010200002031BF0D0002000000B046F4B04BDB30415113A01DAEDE59415C8FC2F53DBC304152B81E65E4DE5941
726;250;455;220000;3;1;50;30649;2.45192;9.80768;352.4635;39.8437;010200002031BF0D00020000000040E01ECCBB304108E338E308B359415C8FC2F53DBC304152B81E65E4DE5941
727;250;455;220000;3;1;50;30650;2.452;9.808;352.475;39.845;010200002031BF0D00020000000040E01ECCBB304108E338E308B359415C8FC2F53DBC304152B81E65E4DE5941
728;454;455;220000;3;1;50;5244;0.41952;1.67808;60.306;6.8172;010200002031BF0D0002000000B046F4B04BDB30415113A01DAEDE59415C8FC2F53DBC304152B81E65E4DE5941
729;6;455;220000;3;1;50;61001;4.88008;19.52032;701.5115;79.3013;010200002031BF0D00020000006502F142D3D8304173A488DD21345A415C8FC2F53DBC304152B81E65E4DE5941
730;254;457;220000;3;;;132611;;;;;010200002031BF0D000200000085EDBFBC31AA3041903149F792C15641000000C0F8013041E17A148EF5555741
731;310;457;220000;3;;;148;;;;;010200002031BF0D0002000000FCF2C83D9B023041298046CD2F565741000000C0F8013041E17A148EF5555741
732;456;457;220000;3;;;127;;;;;010200002031BF0D0002000000F5C46D473F813041E43DBD250EF05641000000C0F8013041E17A148EF5555741
733;292;458;380000;3;4;50;76460;0.477875;19.115;1047.502;795.184;010200002031BF0D00020000006D46C6C2F962314118FD0804BC245A41B81E856BECFA2F41F6285C0F9AF55941
734;3;458;380000;3;4;50;1614;0.010088;0.4035;22.1118;16.7856;010200002031BF0D0002000000DFB7354C1BE62F41BDD21E2665F55941B81E856BECFA2F41F6285C0F9AF55941
735;206;458;380000;3;4;50;856;0.00535;0.214;11.7272;8.9024;010200002031BF0D0002000000E85751724EF72F41E35DC81DCFF65941B81E856BECFA2F41F6285C0F9AF55941
736;459;460;220000;3;2;50;8555;0.3422;2.7376;98.3825;22.243;010200002031BF0D0002000000B447EA87F66B334189D616FC58065941666666A6367C334133333353EAFC5841
737;283;460;220000;3;2;50;793;0.03172;0.25376;9.1195;2.0618;010200002031BF0D00020000005ED8F9BDAC7D3341F4D80554FEFD5841666666A6367C334133333353EAFC5841
738;77;460;220000;3;2;50;15448;0.61792;4.94336;177.652;40.1648;010200002031BF0D000200000092FFE5F154C83341C95150E728F25841666666A6367C334133333353EAFC5841
739;290;461;220000;3;2;50;29267;1.17068;9.36544;336.5705;76.0942;010200002031BF0D0002000000E408A0B5872231419DB4A2B996285A41295C8F42E1963141EC51B83EDA0F5A41
740;289;461;220000;3;2;50;8464;0.33856;2.70848;97.336;22.0064;010200002031BF0D0002000000785B3CF6D9B23141B3965F3AB31A5A41295C8F42E1963141EC51B83EDA0F5A41
741;288;461;220000;3;2;50;1433;0.05732;0.45856;16.4795;3.7258;010200002031BF0D0002000000A9305C6BF99C3141B18B099F4E0E5A41295C8F42E1963141EC51B83EDA0F5A41
742;306;463;380000;3;4;;50233;0.313956;12.55825;688.1921;522.4232;010200002031BF0D00020000004EF87715106A3241FAD6E89D7C7257413D0AD7236F2E324148E17A44922F5741
743;462;463;380000;3;4;;43;0.000269;0.01075;0.5891;0.4472;010200002031BF0D0002000000B31F67ADFE2D3241065CDA15942F57413D0AD7236F2E324148E17A44922F5741
744;242;463;380000;3;4;;30408;0.19005;7.602;416.5896;316.2432;010200002031BF0D0002000000561960AA6E9A3141E6B80D52522157413D0AD7236F2E324148E17A44922F5741
745;464;466;220000;3;2;;42986;1.71944;13.75552;494.339;111.7636;010200002031BF0D00020000008EA36ACE2E51314178BF814801475741CDCCCC0C801332413D0AD713ED4F5741
746;306;466;220000;3;2;;37574;1.50296;12.02368;432.101;97.6924;010200002031BF0D00020000004EF87715106A3241FAD6E89D7C725741CDCCCC0C801332413D0AD713ED4F5741
747;465;466;220000;3;2;;117;0.00468;0.03744;1.3455;0.3042;010200002031BF0D000200000059A25CA14613324145B74DBD2F505741CDCCCC0C801332413D0AD713ED4F5741
748;467;469;380000;6;3;;4547;0.018946;1.13675;62.2939;70.9332;010200002031BF0D0002000000286AA57B4BB935419C8B67E3F0015941E17A14AE44C93541EC51B81E0C075941
749;268;469;380000;6;3;;26181;0.109088;6.54525;358.6797;408.4236;010200002031BF0D00020000003F696DEE05C43541D2B01DE299295941E17A14AE44C93541EC51B81E0C075941
750;468;469;380000;6;3;;17635;0.073479;4.40875;241.5995;275.106;010200002031BF0D0002000000E7A708A14DE13541857DEA5762EF5841E17A14AE44C93541EC51B81E0C075941
751;410;470;380000;3;;;31831;;;;;010200002031BF0D00020000008E49F4F304E32E413108042EC220584148E17A143E742D415C8FC29530235841
752;54;470;380000;3;;;7598;;;;;010200002031BF0D00020000003852DD9F764B2D41F2259BFD172B584148E17A143E742D415C8FC29530235841
753;402;470;380000;3;;;2205;;;;;010200002031BF0D0002000000E69C589963772D4138F226D60F20584148E17A143E742D415C8FC29530235841
754;471;472;380000;6;;;261;;;;;010200002031BF0D0002000000A504C94884592F41C754D059B3CF59418FC2F528CE5C2F41666666464ACF5941
755;3;472;380000;6;;;29051;;;;;010200002031BF0D0002000000DFB7354C1BE62F41BDD21E2665F559418FC2F528CE5C2F41666666464ACF5941
756;294;472;380000;6;;;28185;;;;;010200002031BF0D0002000000F3095B2149E42F41D5D8A21590B159418FC2F528CE5C2F41666666464ACF5941
757;227;473;380000;3;;50;40726;;;;;010200002031BF0D0002000000C5A57383A2CA304127E7DAF8457D5741F6285CCF3D6231410AD7A3701AA25741
758;383;473;380000;3;;50;26420;;;;;010200002031BF0D000200000038937B61265D31410DD015CF49C45741F6285CCF3D6231410AD7A3701AA25741
759;382;473;380000;3;;50;177;;;;;010200002031BF0D00020000001A349A21256131411264E3533DA25741F6285CCF3D6231410AD7A3701AA25741
760;378;476;220000;9;;;21038;;;;;010200002031BF0D0002000000AC8481DCB46B2E41D4B59066C0A558413D0AD7A3DEB32D411F85EB61B1B25841
761;474;476;220000;9;;;770;;;;;010200002031BF0D0002000000825003BDCDAC2D417C57FBB228B258413D0AD7A3DEB32D411F85EB61B1B25841
762;475;476;220000;9;;;661;;;;;010200002031BF0D000200000033C3AEDC0E242E4146477B1729AD58413D0AD7A3DEB32D411F85EB61B1B25841
763;477;479;220000;12;;;3315;;;;;010200002031BF0D00020000008FB5710A8A082B414E28A48E80065741CDCCCCCC39022B4114AE47B1A5095741
764;225;479;220000;12;;;897;;;;;010200002031BF0D00020000000EF54C0EFD082B41FBD76571420A5741CDCCCCCC39022B4114AE47B1A5095741
765;478;479;220000;12;;;488;;;;;010200002031BF0D000200000078DA0D5F5E092B413F9B26E2A0075741CDCCCCCC39022B4114AE47B1A5095741
