geom;i_th_max;c;x;r;length_m;frequency;wires;cables;voltage;v_id_2;v_id_1;l_id
314;238;239;380000;3;4;50;56958;0.355988;14.2395;780.3246;592.3632;010200002031BF0D00020000007DBF188E69C72C418E980FE4A5A75841F90ADAB1A3662B41A7615CBD28DC5841
315;67;238;380000;3;4;50;18918;0.118237;4.7295;259.1766;196.7472;010200002031BF0D000200000063D921A9637F2C41C0B746FD329458417DBF188E69C72C418E980FE4A5A75841
316;67;238;380000;3;4;50;44132;0.275825;11.033;604.6084;458.9728;010200002031BF0D000200000063D921A9637F2C41C0B746FD329458417DBF188E69C72C418E980FE4A5A75841
317;65;68;220000;;;50;34375;;;;;010200002031BF0D0002000000AAB118C63FCD2D41B1BAA983E8925841E1651350712D2D413DD0B4CD0C785841
318;65;68;220000;3;;50;34375;;;;;010200002031BF0D0002000000AAB118C63FCD2D41B1BAA983E8925841E1651350712D2D413DD0B4CD0C785841
319;65;240;380000;3;4;50;20861;0.130381;5.21525;285.7957;216.9544;010200002031BF0D0002000000AAB118C63FCD2D41B1BAA983E892584146DF0F300D8A2E41F6E49B6063A15841
320;240;241;380000;3;4;50;4447;0.027794;1.11175;60.9239;46.2488;010200002031BF0D000200000046DF0F300D8A2E41F6E49B6063A1584163CCB7C13D6F2E41BF50B2972CA55841
321;65;241;380000;3;4;50;23705;0.148156;5.92625;324.7585;246.532;010200002031BF0D0002000000AAB118C63FCD2D41B1BAA983E892584163CCB7C13D6F2E41BF50B2972CA55841
322;226;242;220000;3;4;50;73168;1.46336;23.41376;841.432;380.4736;010200002031BF0D0002000000B8A73E10D6203141A76B0E7C85775741561960AA6E9A3141E6B80D5252215741
323;242;221;380000;3;4;50;73219;0.457619;18.30475;1003.1003;761.4776;010200002031BF0D0002000000561960AA6E9A3141E6B80D52522157410A8D34A0242031412F3EB25E11775741
324;243;204;380000;3;4;50;5866;0.036663;1.4665;80.3642;61.0064;010200002031BF0D0002000000BFC440D424592941F1D98820FDAC5941AF03F298BD262941DCBD49BB36B25941
325;108;204;380000;3;4;50;10617;0.066356;2.65425;145.4529;110.4168;010200002031BF0D000200000043B23E57E1FA2841114841BF32A65941AF03F298BD262941DCBD49BB36B25941
326;164;162;220000;3;2;50;25186;1.00744;8.05952;289.639;65.4836;010200002031BF0D0002000000E07F55C9008E29416E775AB6929E59411A3B502FCC2F2A4149C81752C7B75941
327;162;244;380000;3;4;50;1221;0.007631;0.30525;16.7277;12.6984;010200002031BF0D00020000001A3B502FCC2F2A4149C81752C7B75941768008626B382A4129723ACC73B75941
328;106;245;380000;3;4;50;1378;0.008613;0.3445;18.8786;14.3312;010200002031BF0D0002000000D4F7F84A48272B4187B3EC2318B959416BA2C50B231D2B410096242E4FB75941
329;66;246;220000;3;;50;64096;;;;;010200002031BF0D0002000000292C3734309A2C4147F062527B59584133F5203611792A41A74B42A936775841
330;124;247;220000;3;;50;73358;;;;;010200002031BF0D000200000001493BD2B14E294142BE0E268EDB584139C9A1CC52822741840805AD37925841
331;232;236;220000;3;2;;50099;2.00396;16.03168;576.1385;130.2574;010200002031BF0D00020000001953B649B0DB244153D5D76F565F584177517C01DEC4264194E3404C527A5841
332;248;233;220000;3;1;;59101;4.72808;18.91232;679.6615;76.8313;010200002031BF0D000200000052C353DB2AF3264193DF5E1C7A2C58415D5B2350C57D2641CEA6F45BD76C5841
333;66;209;220000;3;2;50;13164;0.52656;4.21248;151.386;34.2264;010200002031BF0D0002000000292C3734309A2C4147F062527B595841D33F419E88902C414B586544D9475841
334;66;209;220000;3;2;50;13157;0.52628;4.21024;151.3055;34.2082;010200002031BF0D0002000000292C3734309A2C4147F062527B595841D33F419E88902C414B586544D9475841
335;66;219;220000;3;4;50;66405;1.3281;21.2496;763.6575;345.306;010200002031BF0D0002000000292C3734309A2C4147F062527B59584177230BACF5412A4124397D3B29405841
336;249;250;220000;3;2;50;15315;0.6126;4.9008;176.1225;39.819;010200002031BF0D000200000098C59DBE74C9304184367E29A89B59410040E01ECCBB304108E338E308B35941
337;251;189;380000;3;;50;33840;;;;;010200002031BF0D00020000005E713B06DCD82D412DB30B131CAB57415B93E9F2A6242E4153A283B9417E5741
338;251;252;380000;3;;50;45638;;;;;010200002031BF0D00020000005E713B06DCD82D412DB30B131CAB5741E3934F6FAABA2E41AFA7F905BBDF5741
339;253;254;380000;6;4;;78450;0.245156;19.6125;1074.765;1631.76;010200002031BF0D00020000002EBCCDA305A63041373EE75A7513574185EDBFBC31AA3041903149F792C15641
340;90;255;220000;3;2;50;21123;0.84492;6.75936;242.9145;54.9198;010200002031BF0D000200000021255D8E1E392C41078AFEED032E5A41ADB2FDF5BF882B41A39E90448C1F5A41
341;14;256;220000;;2;;51446;;;;;010200002031BF0D0002000000E9F30413E31034418C38D03CC06F57419B5D26A5B69A3441486A8E33A13D5741
342;112;257;220000;3;2;50;3267;0.13068;1.04544;37.5705;8.4942;010200002031BF0D0002000000A480D2A7F301274199B3A4168F5B5941166DA5176F1B274103702543B1575941
343;112;257;220000;3;2;50;2955;0.1182;0.9456;33.9825;7.683;010200002031BF0D0002000000A480D2A7F301274199B3A4168F5B5941166DA5176F1B274103702543B1575941
344;107;110;380000;3;4;50;50450;0.315313;12.6125;691.165;524.68;010200002031BF0D0002000000DE2BE4CFD84C2D4133121B875D8C59413ABA6EDD95E52B41DCE5E478E9605941
345;76;107;380000;3;4;50;33318;0.208237;8.3295;456.4566;346.5072;010200002031BF0D0002000000FECED648E28C2E41584DCA8C947D5941DE2BE4CFD84C2D4133121B875D8C5941
346;76;107;380000;3;4;50;33322;0.208263;8.3305;456.5114;346.5488;010200002031BF0D0002000000FECED648E28C2E41584DCA8C947D5941DE2BE4CFD84C2D4133121B875D8C5941
347;258;116;220000;3;2;50;15774;0.63096;5.04768;181.401;41.0124;010200002031BF0D0002000000F267894A7B202B415302C322E6265941917677DD24B72A41FB02C8152C1A5941
348;259;260;220000;3;2;50;1562;0.06248;0.49984;17.963;4.0612;010200002031BF0D00020000008FFD999FCC8A284153DCD123CDE25A412CFBD545FC7A2841804913003CE15A41
349;35;36;220000;3;2;50;2641;0.10564;0.84512;30.3715;6.8666;010200002031BF0D00020000009BB8CDABC0772B41C16F9C948A115B419AE177E2B2612B410F03D6352E145B41
350;261;262;220000;3;;50;39544;;;;;010200002031BF0D00020000002CDE0082E1A72F410FC4E8BEB1DF5B411C385E7F847E2F4167C136E1571C5C41
351;261;263;220000;3;;50;35433;;;;;010200002031BF0D00020000002CDE0082E1A72F410FC4E8BEB1DF5B416A2AF68C0C0630413DC9F62CDF185C41
352;124;264;220000;3;2;50;5234;0.20936;1.67488;60.191;13.6084;010200002031BF0D000200000001493BD2B14E294142BE0E268EDB5841BF550173C8402941E5C4D6D75AE15841
353;124;265;380000;3;4;50;16953;0.105956;4.23825;232.2561;176.3112;010200002031BF0D000200000001493BD2B14E294142BE0E268EDB5841A3C91CFEC4CB2941AF98C92FBAD85841
354;34;266;220000;3;1;50;627;0.05016;0.20064;7.2105;0.8151;010200002031BF0D0002000000D93A74CF20982B41982E77B23F095B4179B86CC6B4972B411BCDB9CC380A5B41
355;34;35;220000;3;2;50;5844;0.23376;1.87008;67.206;15.1944;010200002031BF0D0002000000D93A74CF20982B41982E77B23F095B419BB8CDABC0772B41C16F9C948A115B41
356;37;40;380000;3;3;50;37592;0.313267;9.398;515.0104;293.2176;010200002031BF0D0002000000C9391CD815C53341E26442B057205A4163BC19038BEB334156307CDBDA555A41
357;20;22;380000;3;4;50;57421;0.358881;14.35525;786.6677;597.1784;010200002031BF0D0002000000321CFDAFB9F53041D45EA635602A5B41F6CA681CEB422F415C074954BD465B41
358;20;21;380000;3;2;50;31281;0.391012;7.82025;428.5497;162.6612;010200002031BF0D0002000000321CFDAFB9F53041D45EA635602A5B41FA93D1E6E740314164DE446F43085B41
359;37;267;220000;3;2;50;20287;0.81148;6.49184;233.3005;52.7462;010200002031BF0D0002000000C9391CD815C53341E26442B057205A41A20DB8216DA33341F4532478A7065A41
360;37;267;220000;3;2;50;20290;0.8116;6.4928;233.335;52.754;010200002031BF0D0002000000C9391CD815C53341E26442B057205A41A20DB8216DA33341F4532478A7065A41
361;37;42;220000;3;2;50;194536;7.78144;62.25152;2237.164;505.7936;010200002031BF0D0002000000C9391CD815C53341E26442B057205A41BF08B9F268B3344156553CCF1B385B41
362;37;42;220000;3;2;50;194590;7.7836;62.2688;2237.785;505.934;010200002031BF0D0002000000C9391CD815C53341E26442B057205A41BF08B9F268B3344156553CCF1B385B41
363;180;178;220000;3;2;50;26213;1.04852;8.38816;301.4495;68.1538;010200002031BF0D000200000045C10E04E1963841898777A0F4C65A414C3378788C3D38416C631C30BEB45A41
364;268;269;380000;3;4;50;83081;0.519256;20.77025;1138.2097;864.0424;010200002031BF0D00020000003F696DEE05C43541D2B01DE29929594182D3906D31BB36411C6FEB23D77F5941
365;268;269;380000;3;4;50;83072;0.5192;20.768;1138.0864;863.9488;010200002031BF0D00020000003F696DEE05C43541D2B01DE29929594182D3906D31BB36411C6FEB23D77F5941
366;268;270;220000;3;3;50;98494;2.626507;31.51808;1132.681;384.1266;010200002031BF0D00020000003F696DEE05C43541D2B01DE2992959415560E253A97534411A7734DA681C5941
367;268;271;220000;3;;50;51665;;;;;010200002031BF0D00020000003F696DEE05C43541D2B01DE299295941B00D271D72433541F0B9F54D495D5941
368;234;235;220000;3;;50;964;;;;;010200002031BF0D0002000000DDEF0A7738B33141D51908C7F80D5A4149E17A74F8AF314186EB5158D50C5A41
369;271;270;220000;3;2;50;67675;2.707;21.656;778.2625;175.955;010200002031BF0D0002000000B00D271D72433541F0B9F54D495D59415560E253A97534411A7734DA681C5941
370;268;77;380000;3;;50;103556;;;;;010200002031BF0D00020000003F696DEE05C43541D2B01DE29929594192FFE5F154C83341C95150E728F25841
371;268;270;380000;3;;50;61545;;;;;010200002031BF0D00020000003F696DEE05C43541D2B01DE2992959415560E253A97534411A7734DA681C5941
372;77;270;380000;3;;50;45898;;;;;010200002031BF0D000200000092FFE5F154C83341C95150E728F258415560E253A97534411A7734DA681C5941
373;272;273;380000;3;4;50;13388;0.083675;3.347;183.4156;139.2352;010200002031BF0D00020000001A0F42C8FFCE2C4134889234C0FB5841DE77637180682D41145B2B9441FE5841
374;274;158;220000;3;1;50;55571;4.44568;17.78272;639.0665;72.2423;010200002031BF0D00020000003A93BA2475742B410222A317D7895A41615A168E6B5B2B41C2A2E24FE1DF5A41
375;274;158;220000;3;1;50;55571;4.44568;17.78272;639.0665;72.2423;010200002031BF0D00020000003A93BA2475742B410222A317D7895A41615A168E6B5B2B41C2A2E24FE1DF5A41
376;259;158;220000;3;2;50;57109;2.28436;18.27488;656.7535;148.4834;010200002031BF0D00020000008FFD999FCC8A284153DCD123CDE25A41615A168E6B5B2B41C2A2E24FE1DF5A41
377;259;158;220000;3;2;50;57123;2.28492;18.27936;656.9145;148.5198;010200002031BF0D00020000008FFD999FCC8A284153DCD123CDE25A41615A168E6B5B2B41C2A2E24FE1DF5A41
378;249;275;220000;3;2;50;32534;1.30136;10.41088;374.141;84.5884;010200002031BF0D000200000098C59DBE74C9304184367E29A89B5941B0DA29EE2C4030414E6927BA7D7A5941
379;249;275;220000;3;2;50;32535;1.3014;10.4112;374.1525;84.591;010200002031BF0D000200000098C59DBE74C9304184367E29A89B5941B0DA29EE2C4030414E6927BA7D7A5941
380;90;91;220000;3;2;50;61576;2.46304;19.70432;708.124;160.0976;010200002031BF0D000200000021255D8E1E392C41078AFEED032E5A41995C7A546FCD2A41244E64A6E1215A41
381;255;91;220000;3;4;50;18365;0.3673;5.8768;211.1975;95.498;010200002031BF0D0002000000ADB2FDF5BF882B41A39E90448C1F5A41995C7A546FCD2A41244E64A6E1215A41
382;255;91;220000;3;4;50;18365;0.3673;5.8768;211.1975;95.498;010200002031BF0D0002000000ADB2FDF5BF882B41A39E90448C1F5A41995C7A546FCD2A41244E64A6E1215A41
383;91;276;220000;3;;50;10449;;;;;010200002031BF0D0002000000995C7A546FCD2A41244E64A6E1215A414F80A3FF41512A41817B3A46DB235A41
384;60;277;220000;3;2;50;28872;1.15488;9.23904;332.028;75.0672;010200002031BF0D0002000000CBB280C57F962B41EAE1B86F07BF5741836930BBD4DF2A41EDBD4B10919D5741
385;278;91;220000;3;1;50;13105;1.0484;4.1936;150.7075;17.0365;010200002031BF0D00020000003ABCED66EB3E2A410E08D177D8215A41995C7A546FCD2A41244E64A6E1215A41
386;8;98;380000;3;4;50;87218;0.545112;21.8045;1194.8866;907.0672;010200002031BF0D000200000099DF3CA7DFB031419612CCAD39EE5A41F22034916D50334134FADA02A9105B41
387;8;97;380000;3;4;;111167;0.694794;27.79175;1522.9879;1156.1368;010200002031BF0D000200000099DF3CA7DFB031419612CCAD39EE5A41F485367162DF33410DDF22B3660B5B41
388;79;279;380000;3;;50;46125;;;;;010200002031BF0D00020000008FE26D54BBA43841F9C17DCAE48959413D7BCF421D2738419512465AFC565941
389;79;279;380000;3;;50;46116;;;;;010200002031BF0D00020000008FE26D54BBA43841F9C17DCAE48959413D7BCF421D2738419512465AFC565941
390;280;281;220000;3;;;48682;;;;;010200002031BF0D0002000000926236ADEB413641935178C6C3B8574137D2E0E68B3836414EA18D5B81755741
391;267;282;220000;3;1;50;26902;2.15216;8.60864;309.373;34.9726;010200002031BF0D0002000000A20DB8216DA33341F4532478A7065A4165B8605160C73341A9E5AA129CE05941
392;267;282;220000;3;1;50;26897;2.15176;8.60704;309.3155;34.9661;010200002031BF0D0002000000A20DB8216DA33341F4532478A7065A4165B8605160C73341A9E5AA129CE05941
393;37;73;380000;3;3;50;207919;1.732658;51.97975;2848.4903;1621.7682;010200002031BF0D0002000000C9391CD815C53341E26442B057205A413985FCF35B9D3741B41DC95EA8DA5941
394;37;73;380000;3;3;50;207971;1.733092;51.99275;2849.2027;1622.1738;010200002031BF0D0002000000C9391CD815C53341E26442B057205A413985FCF35B9D3741B41DC95EA8DA5941
395;77;283;220000;3;2;50;16091;0.64364;5.14912;185.0465;41.8366;010200002031BF0D000200000092FFE5F154C83341C95150E728F258415ED8F9BDAC7D3341F4D80554FEFD5841
396;77;283;220000;3;2;50;16123;0.64492;5.15936;185.4145;41.9198;010200002031BF0D000200000092FFE5F154C83341C95150E728F258415ED8F9BDAC7D3341F4D80554FEFD5841
397;77;284;380000;3;3;50;50416;0.420133;12.604;690.6992;393.2448;010200002031BF0D000200000092FFE5F154C83341C95150E728F258410AE17C275AAB32416B53C1DFC5F85841
398;77;284;380000;3;3;50;50381;0.419842;12.59525;690.2197;392.9718;010200002031BF0D000200000092FFE5F154C83341C95150E728F258410AE17C275AAB32416B53C1DFC5F85841
399;195;243;220000;3;2;50;2349;0.09396;0.75168;27.0135;6.1074;010200002031BF0D00020000006B0D06A7DA4A29418D89124AABAD5941BFC440D424592941F1D98820FDAC5941
400;5;285;220000;3;1;50;10721;0.85768;3.43072;123.2915;13.9373;010200002031BF0D00020000003FA19972B09B3141E78858722B235A410C49DBD13AD83141438727AD39265A41
401;1;2;220000;3;2;50;43375;1.735;13.88;498.8125;112.775;010200002031BF0D0002000000FA780650D02C30411E1E590EA5305A418ABBA6D19BF52E41C5F34D365E515A41
402;4;286;380000;3;4;50;1387;0.008669;0.34675;19.0019;14.4248;010200002031BF0D00020000000C3148AE17002F41095923775E505A4120F2F8DBF8F52E41691FB9F3B6515A41
403;4;286;380000;3;4;50;1117;0.006981;0.27925;15.3029;11.6168;010200002031BF0D00020000000C3148AE17002F41095923775E505A4120F2F8DBF8F52E41691FB9F3B6515A41
404;2;287;220000;3;2;50;76504;3.06016;24.48128;879.796;198.9104;010200002031BF0D00020000008ABBA6D19BF52E41C5F34D365E515A41724AD5DC456E2F412651742B18B85A41
405;3;4;380000;3;4;50;72681;0.454256;18.17025;995.7297;755.8824;010200002031BF0D0002000000DFB7354C1BE62F41BDD21E2665F559410C3148AE17002F41095923775E505A41
406;5;288;220000;3;2;50;16052;0.64208;5.13664;184.598;41.7352;010200002031BF0D00020000003FA19972B09B3141E78858722B235A41A9305C6BF99C3141B18B099F4E0E5A41
407;5;289;220000;3;2;50;6656;0.26624;2.12992;76.544;17.3056;010200002031BF0D00020000003FA19972B09B3141E78858722B235A41785B3CF6D9B23141B3965F3AB31A5A41
408;288;290;220000;3;2;50;30700;1.228;9.824;353.05;79.82;010200002031BF0D0002000000A9305C6BF99C3141B18B099F4E0E5A41E408A0B5872231419DB4A2B996285A41
409;59;158;220000;3;2;50;35150;1.406;11.248;404.225;91.39;010200002031BF0D0002000000945E8D2DBBF02C410E02971106C85A41615A168E6B5B2B41C2A2E24FE1DF5A41
410;5;6;220000;3;2;50;33882;1.35528;10.84224;389.643;88.0932;010200002031BF0D00020000003FA19972B09B3141E78858722B235A416502F142D3D8304173A488DD21345A41
411;113;119;380000;3;4;50;33863;0.211644;8.46575;463.9231;352.1752;010200002031BF0D000200000035D3628401B02741548DB29DE31E594167B666C0CBC42641E80B3B51A3435941
412;70;73;380000;3;3;50;169144;1.409533;42.286;2317.2728;1319.3232;010200002031BF0D000200000061033DEA1AD434414660255826C359413985FCF35B9D3741B41DC95EA8DA5941
413;73;269;380000;;4;50;89080;;;;;010200002031BF0D00020000003985FCF35B9D3741B41DC95EA8DA594182D3906D31BB36411C6FEB23D77F5941
414;73;269;380000;;4;50;89092;;;;;010200002031BF0D00020000003985FCF35B9D3741B41DC95EA8DA594182D3906D31BB36411C6FEB23D77F5941
415;90;255;220000;3;2;50;21136;0.84544;6.76352;243.064;54.9536;010200002031BF0D000200000021255D8E1E392C41078AFEED032E5A41ADB2FDF5BF882B41A39E90448C1F5A41
416;291;90;220000;3;2;50;32823;1.31292;10.50336;377.4645;85.3398;010200002031BF0D0002000000843EC7CA138C2C41C193A231235D5A4121255D8E1E392C41078AFEED032E5A41
417;16;5;380000;3;;50;36248;;;;;010200002031BF0D0002000000F1AA1A8A59473241988495ADF2315A413FA19972B09B3141E78858722B235A41
418;5;292;380000;3;4;50;9354;0.058463;2.3385;128.1498;97.2816;010200002031BF0D00020000003FA19972B09B3141E78858722B235A416D46C6C2F962314118FD0804BC245A41
419;5;29;380000;3;4;50;85874;0.536713;21.4685;1176.4738;893.0896;010200002031BF0D00020000003FA19972B09B3141E78858722B235A411CB82D8399A23141D3ACDE8C1DA25A41
420;5;29;380000;3;4;50;85878;0.536737;21.4695;1176.5286;893.1312;010200002031BF0D00020000003FA19972B09B3141E78858722B235A411CB82D8399A23141D3ACDE8C1DA25A41
421;9;29;380000;3;4;50;25563;0.159769;6.39075;350.2131;265.8552;010200002031BF0D0002000000403854761FA13141B110746423CB5A411CB82D8399A23141D3ACDE8C1DA25A41
422;37;282;220000;6;2;50;45800;0.916;14.656;526.7;238.16;010200002031BF0D0002000000C9391CD815C53341E26442B057205A4165B8605160C73341A9E5AA129CE05941
423;293;294;380000;6;4;50;56513;0.176603;14.12825;774.2281;1175.4704;010200002031BF0D0002000000C76B8A892C293041E76503BAF96E5941F3095B2149E42F41D5D8A21590B15941
424;49;293;380000;6;4;;29729;0.092903;7.43225;407.2873;618.3632;010200002031BF0D000200000047D852CABB742F410BA278B88A4C5941C76B8A892C293041E76503BAF96E5941
425;241;295;380000;6;4;;89118;0.278494;22.2795;1220.9166;1853.6544;010200002031BF0D000200000063CCB7C13D6F2E41BF50B2972CA55841DFF25A74359A30415DB388A31CF15841
426;31;295;380000;6;4;50;50472;0.157725;12.618;691.4664;1049.8176;010200002031BF0D00020000003DD6EE8C088E3041E3B00136C1335941DFF25A74359A30415DB388A31CF15841
427;49;273;380000;6;4;50;72645;0.227016;18.16125;995.2365;1511.016;010200002031BF0D000200000047D852CABB742F410BA278B88A4C5941DE77637180682D41145B2B9441FE5841
428;296;297;380000;;;;254;;;;;010200002031BF0D00020000009CBFBC477C2D2F411DCB32D80FF65741704427365B2D2F4170DA806C52F65741
429;298;297;380000;3;3;50;16813;0.140108;4.20325;230.3381;131.1414;010200002031BF0D000200000024039644C7162F41A676286396075841704427365B2D2F4170DA806C52F65741
430;298;252;380000;6;;50;29602;;;;;010200002031BF0D000200000024039644C7162F41A676286396075841E3934F6FAABA2E41AFA7F905BBDF5741
431;299;300;380000;3;;;92439;;;;;010200002031BF0D0002000000A479207F184E31411935DAFC03945841103CDE2EEA0B3041E6F4F52A30525841
432;298;301;380000;;;50;7010;;;;;010200002031BF0D000200000024039644C7162F41A676286396075841295C8F427E472F41F6285C9F1D0D5841
433;298;302;380000;3;3;50;46732;0.389433;11.683;640.2284;364.5096;010200002031BF0D000200000024039644C7162F41A676286396075841ACC85F37A47730414F4132026D165841
434;303;302;380000;3;4;50;55310;0.345688;13.8275;757.747;575.224;010200002031BF0D000200000013EB6589782F314121F6A36CC1DE5741ACC85F37A47730414F4132026D165841
435;299;302;380000;3;;;101395;;;;;010200002031BF0D0002000000A479207F184E31411935DAFC03945841ACC85F37A47730414F4132026D165841
436;298;252;380000;6;;;29602;;;;;010200002031BF0D000200000024039644C7162F41A676286396075841E3934F6FAABA2E41AFA7F905BBDF5741
437;304;271;380000;6;;;19833;;;;;010200002031BF0D00020000000462BAA3D3F43441CB6E405834645941B00D271D72433541F0B9F54D495D5941
438;271;269;380000;6;3;;84472;0.351967;21.118;1157.2664;1317.7632;010200002031BF0D0002000000B00D271D72433541F0B9F54D495D594182D3906D31BB36411C6FEB23D77F5941
439;304;32;380000;6;3;;104687;0.436196;26.17175;1434.2119;1633.1172;010200002031BF0D00020000000462BAA3D3F43441CB6E40583464594189296583AEE43241457B3330EB415941
440;13;305;380000;6;4;;50049;0.156403;12.51225;685.6713;1041.0192;010200002031BF0D00020000004F2D1E11565033417F9A5A9F377B574102BF0BE8AB75324184D5A54AD5A35741
441;306;307;380000;3;4;;35191;0.219944;8.79775;482.1167;365.9864;010200002031BF0D00020000004EF87715106A3241FAD6E89D7C72574117DC3219BF933241E337A9E02D8D5741
442;305;306;380000;3;4;;51635;0.322719;12.90875;707.3995;537.004;010200002031BF0D000200000002BF0BE8AB75324184D5A54AD5A357414EF87715106A3241FAD6E89D7C725741
443;242;308;220000;3;4;;81783;1.63566;26.17056;940.5045;425.2716;010200002031BF0D0002000000561960AA6E9A3141E6B80D5252215741408946FF70783241B90F357CDBD15641
444;242;308;380000;3;4;;81803;0.511269;20.45075;1120.7011;850.7512;010200002031BF0D0002000000561960AA6E9A3141E6B80D5252215741408946FF70783241B90F357CDBD15641
445;305;309;380000;6;4;;1017;0.003178;0.25425;13.9329;21.1536;010200002031BF0D000200000002BF0BE8AB75324184D5A54AD5A3574143EBBA6A04743241F41CD96B0AA55741
446;305;307;380000;3;4;;30843;0.192769;7.71075;422.5491;320.7672;010200002031BF0D000200000002BF0BE8AB75324184D5A54AD5A3574117DC3219BF933241E337A9E02D8D5741
447;310;230;220000;3;2;;123643;4.94572;39.56576;1421.8945;321.4718;010200002031BF0D0002000000FCF2C83D9B023041298046CD2F565741686C1783443E2F418A5AC37F62E15741
448;310;210;380000;3;2;;123150;1.539375;30.7875;1687.155;640.38;010200002031BF0D0002000000FCF2C83D9B023041298046CD2F5657414BB3B38F13392F412781F30BA0E15741
449;311;227;380000;;3;;24464;;;;;010200002031BF0D0002000000F210861CCE7B30410513D024A0975741C5A57383A2CA304127E7DAF8457D5741
450;312;311;380000;3;3;;36007;0.300058;9.00175;493.2959;280.8546;010200002031BF0D00020000001B65190293EF2F4122B2F512CAB85741F210861CCE7B30410513D024A0975741
451;225;50;380000;3;4;;203804;1.273775;50.951;2792.1148;2119.5616;010200002031BF0D00020000000EF54C0EFD082B41FBD76571420A5741173DE697F93D2C41487A6C014BF15741
452;313;314;220000;3;4;;18421;0.36842;5.89472;211.8415;95.7892;010200002031BF0D00020000005291D4BE9FB92941D7B189E2CA4E574141DBF0A4AC552A41451A246E695B5741
453;268;315;220000;3;;;30268;;;;;010200002031BF0D00020000003F696DEE05C43541D2B01DE299295941369A55BBA0313541AB159DCA92175941
454;268;62;380000;3;3;50;81694;0.680783;20.4235;1119.2078;637.2132;010200002031BF0D00020000003F696DEE05C43541D2B01DE299295941060365A0E0A236418B97D4B9FBD15841
455;316;279;380000;3;3;;56706;0.47255;14.1765;776.8722;442.3068;010200002031BF0D0002000000D91D9C795C633941182D5FFEEC4C59413D7BCF421D2738419512465AFC565941
456;268;317;380000;3;3;;85425;0.711875;21.35625;1170.3225;666.315;010200002031BF0D00020000003F696DEE05C43541D2B01DE2992959413DAA91EBC28237416597930969405941
457;317;318;380000;3;3;;47804;0.398367;11.951;654.9148;372.8712;010200002031BF0D00020000003DAA91EBC282374165979309694059417F42D7A211843641BF2E52160E365941
458;268;318;380000;3;3;;37540;0.312833;9.385;514.298;292.812;010200002031BF0D00020000003F696DEE05C43541D2B01DE2992959417F42D7A211843641BF2E52160E365941
459;281;319;220000;3;;;11577;;;;;010200002031BF0D000200000037D2E0E68B3836414EA18D5B8175574163CC7716271636416EB6310D65765741
460;320;281;220000;3;1;;77820;6.2256;24.9024;894.93;101.166;010200002031BF0D00020000005380012C21C23441B60A20C46EAB574137D2E0E68B3836414EA18D5B81755741
461;320;319;220000;3;1;;74234;5.93872;23.75488;853.691;96.5042;010200002031BF0D00020000005380012C21C23441B60A20C46EAB574163CC7716271636416EB6310D65765741
462;281;321;220000;3;;;42445;;;;;010200002031BF0D000200000037D2E0E68B3836414EA18D5B81755741758C36011FA73541087D4392ED635741
463;280;321;220000;3;;;86212;;;;;010200002031BF0D0002000000926236ADEB413641935178C6C3B85741758C36011FA73541087D4392ED635741
464;322;77;380000;3;3;;56075;0.467292;14.01875;768.2275;437.385;010200002031BF0D00020000003B828D1580033341212A6004ACB2584192FFE5F154C83341C95150E728F25841
465;323;299;380000;3;4;;49559;0.309744;12.38975;678.9583;515.4136;010200002031BF0D0002000000313228C2F3673241D33698EC088B5841A479207F184E31411935DAFC03945841
466;322;323;380000;3;4;;43347;0.270919;10.83675;593.8539;450.8088;010200002031BF0D00020000003B828D1580033341212A6004ACB25841313228C2F3673241D33698EC088B5841
467;322;324;380000;3;2;;49456;0.6182;12.364;677.5472;257.1712;010200002031BF0D00020000003B828D1580033341212A6004ACB258414A8CE265C90F344172EF057554B65841
468;63;324;380000;3;2;;88445;1.105563;22.11125;1211.6965;459.914;010200002031BF0D0002000000D9859A6901943441E624EE6F0C5958414A8CE265C90F344172EF057554B65841
469;280;325;380000;6;4;;63598;0.198744;15.8995;871.2926;1322.8384;010200002031BF0D0002000000926236ADEB413641935178C6C3B85741B52001D832E33441370BF8E2E9AE5741
470;326;63;380000;3;2;;43477;0.543462;10.86925;595.6349;226.0804;010200002031BF0D0002000000444C7B6BDE853441C0033FE63A215841D9859A6901943441E624EE6F0C595841
471;280;326;380000;3;2;;112737;1.409212;28.18425;1544.4969;586.2324;010200002031BF0D0002000000926236ADEB413641935178C6C3B85741444C7B6BDE853441C0033FE63A215841
472;65;67;380000;3;;;47108;;;;;010200002031BF0D0002000000AAB118C63FCD2D41B1BAA983E892584163D921A9637F2C41C0B746FD32945841
473;65;327;220000;3;;;52848;;;;;010200002031BF0D0002000000AAB118C63FCD2D41B1BAA983E8925841E5150A7ADE6A2E41DAD219BA5C4E5841
474;316;279;380000;3;3;;56706;0.47255;14.1765;776.8722;442.3068;010200002031BF0D0002000000D91D9C795C633941182D5FFEEC4C59413D7BCF421D2738419512465AFC565941
475;317;279;380000;;;50;36468;;;;;010200002031BF0D00020000003DAA91EBC282374165979309694059413D7BCF421D2738419512465AFC565941
476;328;271;220000;6;2;;27915;0.5583;8.9328;321.0225;145.158;010200002031BF0D0002000000C585016D522E3541CF73B57291825941B00D271D72433541F0B9F54D495D5941
